응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
가시가 난 장미는 태양에게 열을 받아 짜증나서 뿔이 난것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄이 깃털을 먹어서 펭귄이 날아다니게됬다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무씨앗과 깃털을 같이 묻고 물을 주어서 날개가 있는 씨앗이 탄생 된 것이다…?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
씨앗이 더 멀리 퍼져 나가기 위해 느릅나무는 자신의 씨앗을 개조시켜 전세계에 퍼져나가게 된 것입니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"달팽이는 독성에 면역이 있습니다. 이 달팽이 한마리가 인간에 의해 독성에 노출이 됩니다. 그 상태로 임신을 하고 알을 낳습니다. 당연히 독은 자신의 자식에게도 물려집니다. 마치 자신의 엄마, 아빠가 장애가 있으면 자신의 자식에게도 물려주는 것처럼 달팽이도 독성을 물려준 것 입니다.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미는 양분을 많이 받았습니다. 그 장미는 양분을 잘 받아 줄기가 커지게 됩니다. 가시는 줄기 속에 갇히게 됩니다. 가시가 없어진개 아닌 안보이는 겁니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"펭귄은 육지에 있던 동물중에 하나였습니다. 하지만 점점 육지에 사는 도물이 늘어나자 펭귄은 제일 처음 바다 속에 들어가게 됩니다. 펭귄은 날 수 있던 자신의 날개를 바다 속에서 잘 다닐수 있도록 진화가 됩니다. 펭귄에게 있던 깃털은 얇은 털이 됩니다, 그래서 날 수가 없습니다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
달팽이가 점점 발달 되면서 독이 생겼다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
조상 장미꽃은 독이 있는 장미씨를 뿌렸었는데 요즘은 독이 없는 장미씨를 뿌려서라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
원래는 날았는데 세상이 발달되 날수 없게 됬다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무는 날 수 있었는데 오늘날에는 기분이 나빠서 안나는 거라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
느릅나무가 번식을 위해서는 더멀리 씨앗이 옮겨가야 하기 때문에 자신의 생각으로 DNA가 바뀌었고 그 종만 번식해서 날개가 있는 씨앗이 있는 것이다.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"독성이 없던 달팽이가 독이 있는 다른 생물과 짝짓기를 하여서 독이있는 달팽이를 낳았고, 그 달팽이가 독이 없는 달팽이와 짝짓기를 하여서 .또, 독이 있는 달팽이가 태어났다. 그렇게 진화되었다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미가 피어있을 때 산성비가 내려서 한 종류의 장미가 그 비를 맞고 변했는데 그게 번식했다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
바닷물이 기름 유출 사고 때문에 오염되어 한 종의 펭귄이 그 물을 몸ㅇ[ 닿고 나서 부터 날 수 없게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
생물학자들이 달팽이들을 연구하여 독을 주입시켜서 대량생산 하여서.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
새들은 장미가 가시가 없을때 사람들이 물줘서 그대로 자라서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"날 수 없는 펭귄이 다 주어서 먼 나라에서 날 수 있는 신비의 약이 날라와서 여자, 남자 펭귄이 그약 먹어서",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
생물학자가 날개의 물약을 메이플에서가지고 나와서 먹임요.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이가 가다가 뱀이빨에서 독성을 빼내서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
이빨이 흔들리는 육식동물이 줄기를 물었는데 그 이빨이 장미줄기에 박혔기 때문이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄종은 새종이 북극에 착률했는데 날개가 다쳐서 날 수 없게 된 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
새가 씨앗을 먹었는데 씨앗이 잘못가서 새에 능력을 가지고 태어나서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
환경이 다른 생물로부터 위협당할 일이 없어서 가시가 퇴화하였다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄들이 물 속의 물고기를 먹이 위해 물 속을 드나들기 위해 날개가 퇴화되며 수영을 하여 물고기를 잡게 되었고 잘 움직이지 않아 살이쪄서 날지 못하게 된 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달탱이가 진화하면서 다른 생물들에게 위협을 받게되자 자신을 보호하기 위해 독이 생긴 것이라고 생각합니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 멀리 퍼트리기 위해 바로 떨어지지 않게 진화한 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미가 계속 당해와서 적응을 위해 다치지 않을려고 가시가 생기게 진화 됬을것이다. 지금은 발달해서 변종잎 생산해서 진화되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
옛날과 지금은 다르기 때문에 환경이 달라 돌연 변화 되었을 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
방하시대에서 날다가 물이 적어 날게되니 물과 땅에서 막 다니다 보니 못날게 진화 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
현재에 동물이나 사람이나 바람에 의해서 씨앗이 퍼지니까 사라졌을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이가 환경에 적응해 나가면서 천적이 생길 것이다. 그 천적에 대응하기 위해 진화했다고 할 수 있다. (진화론),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"추운지방에 적응하다보니 날개로 날 일이 없어지게 되고, 그 날개는 퇴화했을 거다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
사는 환경이 달라지거나 변화됨에 따라 자손을 퍼뜨리는 방법이 달라졌을 거다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
보통 가시가 있는 식물은 더운 곳에 사는데 이 종이 추운 지방으로 옮겨감에 따라 가시가 잎으로 진화했을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
그 장미의 한 종이 사는 환경은 물이 많아서 가시로 물을 저장할 필요가 없어졌다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신을 노리는 생물들이 점점 늘어나자 살아남기 위해 몸에 독을 지니도록 진화한 것 같다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄들의 개인사정으로 인해 날 필요가 없어졌다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 퍼트리는데에는 날개가 없는 씨앗보다 날개가 있는 씨앗이 더쉽다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무는 자손을 옆에 뒤 이렇게 근처에 퍼뜨릴 수 없기 때문에 날개가 씨에 한두게 붙더니 그 씨앗이 땅에 떨어져 자라고 자라서 그 유전자가 이어져 계속 날개가 나게 되었다.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상 달팽이 중 하나가 독을 먹거나 물려서 독에 중독 되었다. 그 때 새끼를 낳아서 독성 달팽이가 되었을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"장미의 조상 중 하나가 가시가 나는 성분을 없애거나 나지 않도록 힘을 썼을 때 다른 옆, 뒤, 앞에 근처에 있는 장미들의 가시도 없어졌을 것이다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
펭귄의 지방이 너무 두껍기 때문이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
동물로 부터 위협을 받아서 그것을 막기 위해 가시가 있는 장미종으로 진화한 것 같다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 잎을 많이 먹어서 그 잎이 독성을 없앴을 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개가 짧아져서 못 날게 된 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개 있는 씨앗보다 날개 없는 씨앗이 더 퍼뜨리기 쉽다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
씨앗을 퍼트릴려면 씨앗이 잘 날라가야 하는데 잘 날라가지 않으니까 날개가 있는 씨앗을 만들어 잘 퍼트릴 수 있게 하였다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
원래 장미의 가시는 자신을 보호하기 위해 있는건데 사람들이 관상용으로 쓰일 장미는 가시가 불필요하다고 생각하여 가시가 없는 변종을 탄생시켰다.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"새로운 동물이 많이 생기면서 달팽이의 천적이 증가했다. 그래서 자신을 보호하기 위해 여러 수단을 썼는데, 그 중에 한 종은 독을 지니어 자신을 보호하도록 진화된 것이다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"펭귄이 인간의 문화를 거치면서 드높은 하늘이 있는 남극을 떠나 하늘이 꽉 막힌 동물원에 살게 되면서 나는 횟수가 점차 줄어들었고, 결국 나중에는 나는 방법을 잊어 버리게 되어 날 수 없다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
시대가 지나면서 환경에 적응을 하기 위해서 달팽이나 동물들도 진화를 해 적응해 나가기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"환경이달라서, 아니면 사람들이 꽃다발 등에 활용할 가시를 뽑고, 뽑아서 변종이 나타난 것일수도있다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
자손을 남길려고 느릅나무의 씨앗이 진화 된 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"펭귄이 살아오면서 위험, 생존하는 위험도가 낮아져서 비행을 안쓰게 되면서 퇴화가 되 날 수 없는 종이 나온 것 같다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
달팽이가 환경에 적응을 하지 못해서 독성이 있는 달팽이로 진화 했다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
느릅나무 씨앗이 오랜시간 동안 환경에 변하여서 날개가 있는 씨앗으로 진화한 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄이 오랫동안 날지 않아서 날 수 없는 펭귄으로 진화한 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
가시가 잎으로 되어서 가시가 없는 장미로 진화 했을 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
제 생각에는 진화가 되면서 독성이 있던 달팽이가 변한 거라고 생각 합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
제 생각에는 가시가 있어 장미종이 진화 되어서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
제 생각에는 펭귄이 진화 디면서 날 수 있는 체험이 안되서 못 난다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
제 생각에는 날개가 없는 씨앗을 생산하는 느릅나무가 씨를 뿌렸는데 기후가 이상해서 느릅나무가 날개가 있는 씨앗을 생산하는 것으로 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
한 종이 사는 환경이 물이 많은 곳이라 가시로 물을 저장할 필요가 없어졌다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
다른 달팽이 종이 독성을 가지게 된 한조에게 위협과 스트레스를 주니깐 독성을 가지게 돤 달팽이가 자신을 커버하려고 하다가 독성을 가지게 된 것이라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
몸이 둔해지므로 날 필요가 없어진것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 퍼뜨릴 때 날개가 있는 씨앗이 더 쉽기 때문이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이가 독이 있는 어떤 생물에게 물렸는데 그 독에 대한 면연력이 있어 달패이는 죽지않고 그 독성이 지금까지 계속 남아있고 그 달팽이의 새끼들이 계속 물려받고 해서 독성이 생겼다고 저는 생각합니다.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미가 있는데 자랄때 커지면서 중력 때문에 가시가 빠진가? 이렇게 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄이 진화하면서 점점 무거워지고 점점 날개가 작아져서 라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
씨앗이 점점 커지는데 모앵이 날개 모양이되서 날개가 있는 씨앗이 생겼다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이는 환경에 적응하여 천적에게 먹히지 않게 하기 위해서 몸을 독성이 있는 몸으로 진화했다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
아마도 가시가 없는 장미는 아열대 지방에서 자란 것일 겁니다. 아열대 지방의 환경은 찌는 듯한 더위 에 비는 한꺼번어 쏟이 지려는 듯 내리고 습기가 많습니다. 이런 환경에는 가시보다는 좀 넓은 잎이 많은게 유리해서 가시가 없는 조으로 진화했을 것입니다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
펭귄은 날 수 있었다면 체온능 보존해주는 깃털이 아닐것 입니다. 그리고 펭귄을 물 속에 있는 물고기 같은 걸 먹기 위해서 점점 날 수 없지만 대신 수영을 잘하는 구조로 진화한 것일 겁니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
이 종은 씨앗을 그렇게 멀리 퍼트릴수 없을 것 입니다. 그래서 자손을 더 멀리 퍼뜨리기 위해서 날개가 있는 씨앗으로 진화했을 것입니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 천적을 독을 이용하여 자신을 천적으로부터 지키기 위하여,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
위험이 없어져 자신을 지킬 가시가 필요없어졌기 때문,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어졌기 때문에 날개가 퇴화해 수영하기 적합한 형태가 되었기 때문,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗이 가까운데 싹을 트면 물을 빼앗기 때문에 멀리 씨앗을 퍼트리려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DNA가 바껴 돌연변이가 나와 번식을 했다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사람이 장미가시때문에 찔리니까 DNA를 조작해 가시없는 장미가 나왔다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독이 있는 식물을 먹고도 달팽이에게는 면역이있어 해가 되지 않는다. 독이 축적되면서 독이 달팽이에게 흡수 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
예전에는 날 수 있다가 한곳에 정착하여 살다가 날개가 퇴화되어 못날게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
살 필요가 없는 환경에서 자라다보니깐 날개가 퇴화됬다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
천적으로부터 자신을 지키기위해 차츰 진화되었을 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자손들을 더 멀리 퍼트리기 위해서 진화되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
천적도 없고 구석진 곳에서 자라다 보니깐 퇴화되었을것이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이가 독이 들어있는 물질을 먹어서 달팽이가 독이있게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장미가 가시가 붙어서 장미에 가시가 있는 걸로 된다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄에게 날개를 붙어주어서 펭귄들이 날 수가 있게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
씨앗에 나뭇잎이 붙어서 숙성이 되어서 씨앗에 날개가 있다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이를 가지고 쥐에게 실험을 한 결과가 독성달팽이라는 것이 밝혀졌다고 말할것같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장미를 만지면서 가시가 있는 줄기를 만졌지만 돌아다니면서 계속 만지다 가시가 없는 희귀종 장미를 발견한 것 같다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄을 물고기를 먹으러 가다 바다표범에게 팔이 깔려 그러는것같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
새털에 있는 날거 털 하나를 뽑아 씨앗에 넣은 후 키운 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄은 먹이를 구하려고 멀리 날아서 먹이를 찾았지만 사람들이 먹이를 주자 날 필요가 없어서 날개가 없어졌습니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 먹히기만 하니까 달팽이가 먹히지 않기 위해 독을 가지고 있는 식물을 먹어 그 식물의 독을 몸속에 저장시켜서 달팽이가 독을 가진 것입니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미를 노리는 동물(천적)이 없어지자 장미는 자신을 보호하지 않아도 되기 때문에 가시가 사라졌습니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 많아지자 나무가 없는 자리를 찾아서 멀리 떠나야 하기 때문에 날개가 생겼습니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 남극에 사니깐 날 필요가 없고 수영해야 하니깐 날려고 진화된 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미가 너무 예쁘니깐 사람이 꺽거나 동물이 해칠수도 있었다.그래서 일부로 가시로 보호하려고 가시가 나오게 진화 된 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 씨앗을 더 멀리 나가게 하여서 자신의 종을 더 많이 퍼뜨릴려고 날개를 단 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이를 잡아먹고 사는 동물이 오지 못하고 먹으면 죽도록 진화한 것이었을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이는 원래는 독이 없었으나 다른 달팽이처럼 껍데기가 단단하지 않거나 아예 없기 때문에 천적이 먹더라도 독 때문에 토해내면 자신이 살 수 있기 때문에 독이 있도록 진화했을 것이라고 생각합니다. 이것을 통하여 새의 부리는 이빨이 없고 먹이를 그냥 삼킬것이라는 것을 추측할 수 있다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄이 사는 지역에는 물 속에는 먹이가 많이 있지만 하늘에는 자신들이 먹을 수 있는 먹이가 없거나 체형이 날기에 부적합하기 때문에 날개가 날개에서 수영하기 좋은 날개로 변했을 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
다른 조상장미는 동물들이 자신의 줄기를 먹기 때문에 줄기에 가시가 있지만 이 장미는 주위에 자기 줄기를 뜯어먹을 동물이 없기 때문엥 가시가 없도록 진화한 것이다. 만약 동물들이 주위에 생겨서 자기를 뜨어먹는다면 몇 세대 후 가시가 생길 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무는 큰 나무이기 때문에 새가 주위에 떨어져서 주위에 여러 나무가 살게되면 주위 나무와 뿌리가 얽히고 햇빛을 받지 못하기 때문에 씨가 멀리 날아가도록 씨에 날개가 생겼을 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
조상장미종에 가시가 없어서 다른 동물에게 꺽이고 부러져서 자신을 보호하기 위해 뾰족한 가시를 만들고 다른동물이 장미에게 피해를 못 끼치게 하기 위해 가시가 만들어 진 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 뚱뚱하고 날개도 작고 추운데에 서만 살아야 하기 때문에 그 습성에 따라 날 수 없게 되었고 수영할 때는 좀 더 빨리 가기 위해 날개가 있다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개가 있는 씨앗은 씨앗이 멀리 날아가 더 많이 퍼지고 퍼져서 많은 사람들이 알기 위해서(?),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 있는 나뭇잎이나 그전의 조상 달팽이가 독성이 있는 다른 종과 결혼을 해서 그 자손이 독이 있는 달팽이가 되었다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자신이 태어나서 음식을 먹으면서 지화하여 독성이 생겼을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
잘못된 염색체를 받아서 그럴 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
태어나서 다쳤거나 태어나기 전에 알에 손상이 있어 기아로 태어 날 수도 있을 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
